timestamp,pv_kw,load_kw,period,import_price,export_price,action_kw,soc_kwh,soc_pct,net_grid_kw,grid_import_kwh,grid_export_kwh,cost_aud,degradation_cost_aud
2025-03-03 00:00:00,0.0,0.3304772979552012,off_peak,0.18,0.06,0.24,4.74978270313151,47.497827031315104,0.0904772979552012,0.0904772979552012,0.0,0.0162859136319362,0.0048
2025-03-03 01:00:00,0.0,0.1905632337597066,off_peak,0.18,0.06,0.265,4.473501104505886,44.73501104505887,-0.0744367662402933,0.0,0.0744367662402933,-0.0044662059744175,0.0053
2025-03-03 02:00:00,0.0,0.3370788141084482,off_peak,0.18,0.06,0.265,4.197219505880263,41.97219505880263,0.0720788141084481,0.0720788141084481,0.0,0.0129741865395206,0.0053
2025-03-03 03:00:00,0.0,0.447167772832412,off_peak,0.18,0.06,0.447,3.7311897904627,37.311897904627,0.000167772832412,0.000167772832412,0.0,3.019910983416696e-05,0.00894
2025-03-03 04:00:00,0.0,0.2297207092988613,off_peak,0.18,0.06,0.265,3.454908191837076,34.54908191837076,-0.0352792907011386,0.0,0.0352792907011386,-0.0021167574420683,0.0053
2025-03-03 05:00:00,0.0,0.4333307305296444,off_peak,0.18,0.06,0.479,2.955516170170382,29.55516170170382,-0.0456692694703556,0.0,0.0456692694703556,-0.0027401561682213,0.00958
2025-03-03 06:00:00,0.3696263999999999,1.1047880466402311,off_peak,0.18,0.06,0.479,2.456124148503688,24.56124148503688,0.2561616466402313,0.2561616466402313,0.0,0.0461090963952416,0.00958
2025-03-03 07:00:00,1.3884156,1.6284861212565702,shoulder,0.3,0.06,0.265,2.179842549878064,21.79842549878064,-0.0249294787434298,0.0,0.0249294787434298,-0.0014957687246057,0.0053
2025-03-03 08:00:00,2.3238072,1.6716965387269085,shoulder,0.3,0.06,-0.137,2.3112483336168324,23.112483336168324,-0.5151106612730911,0.0,0.5151106612730911,-0.0309066396763854,0.00274
2025-03-03 09:00:00,3.2334588,1.08380977532237,shoulder,0.3,0.06,-2.0,4.22958094294192,42.29580942941921,-0.1496490246776298,0.0,0.1496490246776298,-0.0089789414806577,0.04
2025-03-03 10:00:00,4.0164696,0.7165702177574964,shoulder,0.3,0.06,-2.0,6.147913552267008,61.47913552267008,-1.2998993822425031,0.0,1.2998993822425031,-0.0779939629345502,0.04
2025-03-03 11:00:00,4.3495452,0.513297781881253,shoulder,0.3,0.06,-2.0,8.066246161592096,80.66246161592096,-1.836247418118747,0.0,1.836247418118747,-0.1101748450871248,0.04
2025-03-03 12:00:00,4.5956196,0.3829282589482599,shoulder,0.3,0.06,-0.137,8.197651945330865,81.97651945330865,-4.075691341051741,0.0,4.075691341051741,-0.2445414804631044,0.00274
2025-03-03 13:00:00,4.5132516,0.4774189814345442,shoulder,0.3,0.06,-0.137,8.329057729069634,83.29057729069635,-3.898832618565456,0.0,3.898832618565456,-0.2339299571139273,0.00274
2025-03-03 14:00:00,4.450446,0.4823865820801103,shoulder,0.3,0.06,-0.137,8.460463512808403,84.60463512808403,-3.83105941791989,0.0,3.83105941791989,-0.2298635650751934,0.00274
2025-03-03 15:00:00,3.6437544,0.4362273700047913,shoulder,0.3,0.06,-0.137,8.591869296547172,85.9186929654717,-3.0705270299952088,0.0,3.0705270299952088,-0.1842316217997125,0.00274
2025-03-03 16:00:00,2.7443988000000004,0.82640757271505,peak,0.55,0.06,-1.459600898399522,9.99186929654717,99.9186929654717,-0.4583903288854283,0.0,0.4583903288854283,-0.0275034197331256,0.0291920179679904
2025-03-03 17:00:00,1.4141556,1.2776006030403684,peak,0.55,0.06,-0.0,9.99186929654717,99.9186929654717,-0.1365549969596315,0.0,0.1365549969596315,-0.0081932998175778,0.0
2025-03-03 18:00:00,0.4138992,2.068800611882008,peak,0.55,0.06,1.655,8.266412520224877,82.66412520224877,-9.858811799179355e-05,0.0,9.858811799179355e-05,-5.9152870795076135e-06,0.0331
2025-03-03 19:00:00,0.0,2.3214123051704605,peak,0.55,0.06,2.321,5.846602745092524,58.46602745092524,0.0004123051704603,0.0004123051704603,0.0,0.0002267678437531,0.04642
2025-03-03 20:00:00,0.0,2.0025164518302287,peak,0.55,0.06,2.003,3.7583308883109208,37.58330888310921,-0.0004835481697713,0.0,0.0004835481697713,-2.9012890186281834e-05,0.04006
2025-03-03 21:00:00,0.0,1.2913648036266152,shoulder,0.3,0.06,1.24,2.465541521157057,24.65541521157057,0.0513648036266152,0.0513648036266152,0.0,0.0154094410879845,0.0248
2025-03-03 22:00:00,0.0,0.9016842727711568,off_peak,0.18,0.06,0.0,2.465541521157057,24.65541521157057,0.9016842727711568,0.9016842727711568,0.0,0.1623031690988082,0.0
2025-03-03 23:00:00,0.0,0.502262367005086,off_peak,0.18,0.06,0.0,2.465541521157057,24.65541521157057,0.502262367005086,0.502262367005086,0.0,0.0904072260609154,0.0
2025-03-04 00:00:00,0.0,0.2650794462001983,off_peak,0.18,0.06,0.0,2.465541521157057,24.65541521157057,0.2650794462001983,0.2650794462001983,0.0,0.0477143003160356,0.0
2025-03-04 01:00:00,0.0,0.2404063745724771,off_peak,0.18,0.06,0.0,2.465541521157057,24.65541521157057,0.2404063745724771,0.2404063745724771,0.0,0.0432731474230458,0.0
2025-03-04 02:00:00,0.0,0.3358233432844604,off_peak,0.18,0.06,0.0,2.465541521157057,24.65541521157057,0.3358233432844604,0.3358233432844604,0.0,0.0604482017912028,0.0
2025-03-04 03:00:00,0.0,0.3775255591771619,off_peak,0.18,0.06,0.0,2.465541521157057,24.65541521157057,0.3775255591771619,0.3775255591771619,0.0,0.0679546006518891,0.0
2025-03-04 04:00:00,0.0,0.4785517385012152,off_peak,0.18,0.06,0.0,2.465541521157057,24.65541521157057,0.4785517385012152,0.4785517385012152,0.0,0.0861393129302187,0.0
2025-03-04 05:00:00,0.0,0.7657063063152454,off_peak,0.18,0.06,0.0,2.465541521157057,24.65541521157057,0.7657063063152454,0.7657063063152454,0.0,0.1378271351367441,0.0
2025-03-04 06:00:00,0.2723292,1.512632698257413,off_peak,0.18,0.06,0.0,2.465541521157057,24.65541521157057,1.240303498257413,1.240303498257413,0.0,0.2232546296863343,0.0
2025-03-04 07:00:00,1.045044,1.821587756180237,shoulder,0.3,0.06,0.3836665218650175,2.065541521157057,20.65541521157057,0.3928772343152193,0.3928772343152193,0.0,0.1178631702945658,0.0076733304373003
2025-03-04 08:00:00,1.7070767999999998,1.7087943676006725,shoulder,0.3,0.06,0.0,2.065541521157057,20.65541521157057,0.0017175676006724,0.0017175676006724,0.0,0.0005152702802017,0.0
2025-03-04 09:00:00,2.2481316,1.1070712336783362,shoulder,0.3,0.06,-0.755,2.789712081177278,27.897120811772776,-0.3860603663216636,0.0,0.3860603663216636,-0.0231636219792998,0.0151
2025-03-04 10:00:00,2.4612588000000004,0.6965907206609995,shoulder,0.3,0.06,-0.755,3.5138826411974984,35.13882641197499,-1.0096680793390012,0.0,1.0096680793390012,-0.06058008476034,0.0151
2025-03-04 11:00:00,2.9338452,0.5454496762080377,shoulder,0.3,0.06,-0.325,3.825611690212825,38.256116902128255,-2.063395523791962,0.0,2.063395523791962,-0.1238037314275177,0.0065
2025-03-04 12:00:00,2.80566,0.3774068274857214,shoulder,0.3,0.06,-1.0,4.784777994875369,47.84777994875368,-1.4282531725142786,0.0,1.4282531725142786,-0.0856951903508567,0.02
2025-03-04 13:00:00,2.8072044000000003,0.2385705436316076,shoulder,0.3,0.06,-2.0,6.7031106042004565,67.03110604200457,-0.5686338563683924,0.0,0.5686338563683924,-0.0341180313821035,0.04
2025-03-04 14:00:00,2.9667924,0.2079234962254478,shoulder,0.3,0.06,-2.0,8.621443213525545,86.21443213525545,-0.7588689037745517,0.0,0.7588689037745517,-0.0455321342264731,0.04
2025-03-04 15:00:00,2.4859692,0.4801820571624128,shoulder,0.3,0.06,-1.0,9.580609518188089,95.80609518188088,-1.0057871428375873,0.0,1.0057871428375873,-0.0603472285702552,0.02
2025-03-04 16:00:00,1.6483896,0.893325322748374,peak,0.55,0.06,-0.325,9.892338567203415,98.92338567203416,-0.430064277251626,0.0,0.430064277251626,-0.0258038566350975,0.0065
2025-03-04 17:00:00,1.011582,1.4913039023531336,peak,0.55,0.06,0.428,9.446117721121276,94.46117721121276,0.0517219023531336,0.0517219023531336,0.0,0.0284470462942234,0.00856
2025-03-04 18:00:00,0.2429856,1.990377060506875,peak,0.55,0.06,1.747,7.624744314332728,76.24744314332727,0.0003914605068746,0.0003914605068746,0.0,0.000215303278781,0.03494
2025-03-04 19:00:00,0.0,2.3160509975692505,peak,0.55,0.06,2.316,5.210147399551802,52.10147399551803,5.099756925064369e-05,5.099756925064369e-05,0.0,2.8048663087854037e-05,0.04632
2025-03-04 20:00:00,0.0,2.0360215787519427,peak,0.55,0.06,2.0,3.125003258981055,31.250032589810548,0.0360215787519426,0.0360215787519426,0.0,0.0198118683135684,0.04
2025-03-04 21:00:00,0.0,1.4160715440234266,shoulder,0.3,0.06,0.279,2.8341256513714352,28.341256513714352,1.1370715440234265,1.1370715440234265,0.0,0.3411214632070279,0.00558
2025-03-04 22:00:00,0.0,0.9219041356824618,off_peak,0.18,0.06,0.0,2.8341256513714352,28.341256513714352,0.9219041356824618,0.9219041356824618,0.0,0.1659427444228431,0.0
