timestamp,pv_kw,load_kw,period,import_price,export_price,action_kw,soc_kwh,soc_pct,net_grid_kw,grid_import_kwh,grid_export_kwh,cost_aud,degradation_cost_aud,scenario
2026-05-08 00:00:00,0.0,0.4302654392002984,off_peak,0.18,0.06,0.0,5.0,50.0,0.4302654392002984,0.4302654392002984,0.0,0.07744777905605371,0.0,base
2026-05-08 01:00:00,0.0,0.4661732785745272,off_peak,0.18,0.06,0.0,5.0,50.0,0.4661732785745272,0.4661732785745272,0.0,0.08391119014341489,0.0,base
2026-05-08 02:00:00,0.0,0.41700156731801347,off_peak,0.18,0.06,0.0,5.0,50.0,0.41700156731801347,0.41700156731801347,0.0,0.07506028211724242,0.0,base
2026-05-08 03:00:00,0.0,0.3324587797617721,off_peak,0.18,0.06,0.0,5.0,50.0,0.3324587797617721,0.3324587797617721,0.0,0.05984258035711898,0.0,base
2026-05-08 04:00:00,0.0,0.4169983581237911,off_peak,0.18,0.06,0.0,5.0,50.0,0.4169983581237911,0.4169983581237911,0.0,0.0750597044622824,0.0,base
2026-05-08 05:00:00,0.0,0.629301926108408,off_peak,0.18,0.06,0.0,5.0,50.0,0.629301926108408,0.629301926108408,0.0,0.11327434669951343,0.0,base
2026-05-08 06:00:00,0.0,1.2597184453036276,off_peak,0.18,0.06,0.0,5.0,50.0,1.2597184453036276,1.2597184453036276,0.0,0.22674932015465296,0.0,base
2026-05-08 07:00:00,0.030888,1.9697946780784383,shoulder,0.3,0.06,2.0,2.9148558594292524,29.148558594292524,-0.061093321921561694,0.0,0.061093321921561694,-0.0036655993152937016,0.04,base
2026-05-08 08:00:00,0.622908,1.8503705907545938,shoulder,0.3,0.06,0.8774989139876318,2.0,20.0,0.34996367676696194,0.34996367676696194,0.0,0.10498910303008858,0.017549978279752635,base
2026-05-08 09:00:00,1.5443999999999998,1.2661235016090455,shoulder,0.3,0.06,0.0,2.0,20.0,-0.27827649839095425,0.0,0.27827649839095425,-0.016696589903457255,0.0,base
2026-05-08 10:00:00,2.3165999999999998,0.8260487868819144,shoulder,0.3,0.06,0.0,2.0,20.0,-1.4905512131180854,0.0,1.4905512131180854,-0.08943307278708512,0.0,base
2026-05-08 11:00:00,2.8983239999999997,0.5825968921135916,shoulder,0.3,0.06,-2.0,3.9183326093250876,39.18332609325088,-0.3157271078864081,0.0,0.3157271078864081,-0.018943626473184486,0.04,base
2026-05-08 12:00:00,3.171168,0.4873722571792271,shoulder,0.3,0.06,-2.0,5.836665218650175,58.36665218650175,-0.6837957428207733,0.0,0.6837957428207733,-0.0410277445692464,0.04,base
2026-05-08 13:00:00,3.1248359999999997,0.3477842872912754,shoulder,0.3,0.06,-1.0,6.795831523312719,67.9583152331272,-1.7770517127087242,0.0,1.7770517127087242,-0.10662310276252344,0.02,base
2026-05-08 14:00:00,2.77992,0.4230263121850336,shoulder,0.3,0.06,-2.0,8.714164132637807,87.14164132637806,-0.35689368781496666,0.0,0.35689368781496666,-0.021413621268898,0.04,base
2026-05-08 15:00:00,2.1209759999999998,0.6581671308806321,shoulder,0.3,0.06,-1.0,9.67333043730035,96.7333043730035,-0.4628088691193677,0.0,0.4628088691193677,-0.027768532147162062,0.02,base
2026-05-08 16:00:00,1.271556,0.7968900303312567,peak,0.55,0.06,0.0,9.67333043730035,96.7333043730035,-0.4746659696687432,0.0,0.4746659696687432,-0.028479958180124592,0.0,base
2026-05-08 17:00:00,0.38095199999999996,1.3880622695655216,peak,0.55,0.06,1.0,8.630758367014977,86.30758367014977,0.007110269565521632,0.007110269565521632,0.0,0.003910648261036898,0.02,base
2026-05-08 18:00:00,0.0,1.8555390971540069,peak,0.55,0.06,2.0,6.545614226444229,65.45614226444229,-0.1444609028459931,0.0,0.1444609028459931,-0.008667654170759586,0.04,base
2026-05-08 19:00:00,0.0,2.1310965452930093,peak,0.55,0.06,2.0,4.460470085873482,44.604700858734816,0.1310965452930093,0.1310965452930093,0.0,0.07210309991115511,0.04,base
2026-05-08 20:00:00,0.0,1.7736022679243226,peak,0.55,0.06,2.0,2.375325945302734,23.75325945302734,-0.22639773207567737,0.0,0.22639773207567737,-0.013583863924540642,0.04,base
2026-05-08 21:00:00,0.0,1.2954767382155694,shoulder,0.3,0.06,0.35999999999999943,2.0,20.0,0.93547673821557,0.93547673821557,0.0,0.28064302146467096,0.0071999999999999885,base
2026-05-08 22:00:00,0.0,0.670010118593902,off_peak,0.18,0.06,0.0,2.0,20.0,0.670010118593902,0.670010118593902,0.0,0.12060182134690237,0.0,base
2026-05-08 23:00:00,0.0,0.5025889677657149,off_peak,0.18,0.06,0.0,2.0,20.0,0.5025889677657149,0.5025889677657149,0.0,0.09046601419782868,0.0,base
